Agency_name,Park_name,Entrance,Date_year,Timeslot,Scheduled_count,Scheduled_date,Bikers,Peds_skaters,Vehicles,Buses,Horse_riders,Boaters,Start_time,Date,Half_of_summer,Date_object,Day_type,Total_days_by_type,Park_id,Agency_id,Usage_class,ppb_multiplier,ppv_multiplier,Expansion_factor,Expanded_total,Year
Anoka County,Central Anoka County Regional Trail,1,July-7-2018,6:00-8:00 PM,Yes,NA,2,9,0,0,0,0,06:00 PM,2018-07-07,1,2018-07-07,Weekend_holiday,33,75,1,High,0,0,6,2178,2018
Anoka County,Rum River Regional Trail,1,July-7-2018,4:00-6:00 PM,Yes,NA,4,28,0,0,0,0,04:00 PM,2018-07-07,1,2018-07-07,Weekend_holiday,33,109,1,Medium,0,0,18,19008,2018
Anoka County,Martin-Island-Linwood Regional Park,3,July-7-2018,2:00-4:00 PM,Yes,NA,0,21,45,0,0,0,02:00 PM,2018-07-07,1,2018-07-07,Weekend_holiday,33,5,1,High,26.3,2.67,12,55895.39999999999,2018
Anoka County,East Anoka County Regional Trail,5,July-8-2018,2:00-4:00 PM,Yes,NA,16,3,0,0,0,0,02:00 PM,2018-07-08,1,2018-07-08,Weekend_holiday,33,108,1,Medium,0,0,10,6270,2018
Anoka County,Bunker Hills Regional Trail,1,July-8-2018,12:00-2:00 PM,Yes,NA,45,65,0,0,0,0,12:00 PM,2018-07-08,1,2018-07-08,Weekend_holiday,33,110,1,Medium,0,0,12,43560,2018
Anoka County,East Anoka County Regional Trail,4,July-8-2018,6:00-8:00 PM,Yes,NA,26,26,0,0,0,0,06:00 PM,2018-07-08,1,2018-07-08,Weekend_holiday,33,108,1,High,0,0,10,17160,2018
Anoka County,Bunker Hills Regional Trail,3,July-8-2018,4:00-6:00 PM,Yes,NA,21,5,0,0,0,0,04:00 PM,2018-07-08,1,2018-07-08,Weekend_holiday,33,110,1,High,0,0,8,6864,2018
Anoka County,Coon Creek Regional Trail,5,July-8-2018,12:00-2:00 PM,Yes,NA,1,3,0,0,0,0,12:00 PM,2018-07-08,1,2018-07-08,Weekend_holiday,33,107,1,High,0,0,20,2640,2018
Anoka County,Bunker Hills Regional Park,6,July-8-2018,10:00-12:00 PM,Yes,NA,12,6,0,0,0,0,10:00 AM,2018-07-08,1,2018-07-08,Weekend_holiday,33,2,1,High,22,2.67,6,3564,2018
Anoka County,Coon Creek Regional Trail,1,July-7-2018,2:00-4:00 PM,Yes,NA,0,4,0,0,0,0,02:00 PM,2018-07-07,1,2018-07-07,Weekend_holiday,33,107,1,High,0,0,20,2640,2018
Anoka County,Bunker Hills Regional Park,6,July-7-2018,10:00-12:00 PM,Yes,NA,17,8,33,0,0,0,10:00 AM,2018-07-07,1,2018-07-07,Weekend_holiday,33,2,1,High,22,2.67,6,22395.78,2018
Anoka County,Rice Creek West Regional Trail,3,July-11-2018,4:00-6:00 PM,Yes,NA,2,0,0,0,0,0,04:00 PM,2018-07-11,1,2018-07-11,Weekday,68,7,1,Low,1,1.76,42,5712,2018
Anoka County,Rice Creek Chain of Lakes Park Reserve,11,July-11-2018,2:00-4:00 PM,Yes,NA,0,0,8,0,0,0,02:00 PM,2018-07-11,1,2018-07-11,Weekday,68,8,1,High,26.3,2.67,24,34859.520000000004,2018
Anoka County,Rice Creek West Regional Trail,1,July-15-2018,12:00-2:00 PM,Yes,NA,11,8,0,0,0,0,12:00 PM,2018-07-15,1,2018-07-15,Weekend_holiday,33,7,1,High,1,1.76,6,3762,2018
Anoka County,Anoka County Riverfront Regional Park,2,July-15-2018,10:00-12:00 PM,Yes,NA,10,7,36,0,0,0,10:00 AM,2018-07-15,1,2018-07-15,Weekend_holiday,33,1,1,High,26.3,2.67,10,37329.6,2018
Anoka County,Martin-Island-Linwood Regional Park,4,July-15-2018,12:00-2:00 PM,Yes,NA,0,0,37,0,0,0,12:00 PM,2018-07-15,1,2018-07-15,Weekend_holiday,33,5,1,Medium,26.3,2.67,6,19560.42,2018
Anoka County,Rice Creek West Regional Trail,1,July-14-2018,2:00-4:00 PM,Yes,NA,11,11,0,0,0,0,02:00 PM,2018-07-14,1,2018-07-14,Weekend_holiday,33,7,1,High,1,1.76,6,4356,2018
Anoka County,Anoka County Riverfront Regional Park,2,July-14-2018,12:00-2:00 PM,Yes,NA,20,7,72,0,0,0,12:00 PM,2018-07-14,1,2018-07-14,Weekend_holiday,33,1,1,High,26.3,2.67,10,72349.2,2018
Anoka County,Mississippi West Regional Park,1,July-15-2018,2:00-4:00 PM,Yes,NA,0,0,14,0,0,0,02:00 PM,2018-07-15,1,2018-07-15,Weekend_holiday,33,112,1,High,26.3,2.67,6,7401.24,2018
Anoka County,Mississippi West Regional Park,1,July-11-2018,2:00-4:00 PM,Yes,NA,0,0,8,0,0,0,02:00 PM,2018-07-11,1,2018-07-11,Weekday,68,112,1,High,26.3,2.67,6,8714.880000000001,2018
Anoka County,Anoka County Riverfront Regional Park,1,July-10-2018,12:00-2:00 PM,No,6/19 12-2,0,0,0,0,0,0,12:00 PM,2018-07-10,1,2018-07-10,Weekday,68,1,1,Medium,26.3,2.67,14,0,2018
Anoka County,Anoka County Riverfront Regional Park,3,July-17-2018,6:00-8:00 PM,No,6/5 6-8,7,0,0,0,0,0,06:00 PM,2018-07-17,2,2018-07-17,Weekday,68,1,1,High,26.3,2.67,10,4760,2018
Anoka County,East Anoka County Regional Trail,4,July-16-2018,10:00-12:00 PM,Yes,NA,3,8,0,0,0,0,10:00 AM,2018-07-16,2,2018-07-16,Weekday,68,108,1,High,0,0,10,7480,2018
Anoka County,Bunker Hills Regional Trail,1,July-16-2018,8:00-10:00 AM,Yes,NA,2,5,0,0,0,0,08:00 AM,2018-07-16,2,2018-07-16,Weekday,68,110,1,High,0,0,8,3808,2018
Anoka County,Mississippi River Regional Trail,3,July-25-2018,4:00-6:00 PM,Yes,NA,0,1,0,0,0,0,04:00 PM,2018-07-25,2,2018-07-25,Weekday,68,6,1,Low,1,1.76,36,2448,2018
Anoka County,Coon Rapids Dam Regional Park,3,July-25-2018,10:00-12:00 PM,Yes,NA,0,1,0,0,0,0,10:00 AM,2018-07-25,2,2018-07-25,Weekday,68,3,1,Medium,26.3,2.67,12,816,2018
Anoka County,Bunker Hills Regional Park,6,July-24-2018,10:00-12:00 PM,Yes,NA,0,6,18,0,0,0,10:00 AM,2018-07-24,2,2018-07-24,Weekday,68,2,1,High,22,2.67,6,22056.48,2018
Anoka County,Coon Creek Regional Trail,2,July-24-2018,8:00-10:00 AM,Yes,NA,3,2,0,0,0,0,08:00 AM,2018-07-24,2,2018-07-24,Weekday,68,107,1,High,0,0,20,6800,2018
Anoka County,Bunker Hills Regional Trail,1,July-23-2018,10:00-12:00 PM,Yes,NA,2,4,0,0,0,0,10:00 AM,2018-07-23,2,2018-07-23,Weekday,68,110,1,High,0,0,8,3264,2018
Anoka County,East Anoka County Regional Trail,4,July-23-2018,8:00-10:00 AM,Yes,NA,1,1,0,0,0,0,08:00 AM,2018-07-23,2,2018-07-23,Weekday,68,108,1,High,0,0,10,1360,2018
Anoka County,Rum River Regional Trail,5,July-22-2018,2:00-4:00 PM,Yes,NA,1,3,0,0,0,0,02:00 PM,2018-07-22,2,2018-07-22,Weekend_holiday,33,109,1,Low,0,0,12,1584,2018
Anoka County,Central Anoka County Regional Trail,2,July-22-2018,12:00-2:00 PM,Yes,NA,2,1,0,0,0,0,12:00 PM,2018-07-22,2,2018-07-22,Weekend_holiday,33,75,1,Medium,0,0,6,594,2018
Anoka County,Martin-Island-Linwood Regional Park,3,July-25-2018,6:00-8:00 PM,Yes,NA,0,0,11,0,0,0,06:00 PM,2018-07-25,2,2018-07-25,Weekday,68,5,1,High,26.3,2.67,12,23965.92,2018
Anoka County,East Anoka County Regional Trail,5,July-25-2018,6:00-8:00 PM,Yes,NA,20,23,0,0,0,0,06:00 PM,2018-07-25,2,2018-07-25,Weekday,68,108,1,Medium,0,0,10,29240,2018
Anoka County,Bunker Hills Regional Trail,4,July-25-2018,4:00-6:00 PM,Yes,NA,14,17,0,0,0,0,04:00 PM,2018-07-25,2,2018-07-25,Weekday,68,110,1,Medium,0,0,12,25296,2018
Anoka County,Martin-Island-Linwood Regional Park,4,July-24-2018,10:00-12:00 PM,Yes,NA,0,0,13,0,0,0,10:00 AM,2018-07-24,2,2018-07-24,Weekday,68,5,1,Medium,26.3,2.67,6,14161.68,2018
Anoka County,Mississippi West Regional Park,2,July-23-2018,8:00-10:00 AM,Yes,NA,6,4,0,0,0,0,08:00 AM,2018-07-23,2,2018-07-23,Weekday,68,112,1,Medium,26.3,2.67,6,4080,2018
Anoka County,Lake George Regional Park,5,July-22-2018,8:00-10:00 AM,Yes,NA,2,4,0,0,0,0,08:00 AM,2018-07-22,2,2018-07-22,Weekend_holiday,33,4,1,Low,60,2.67,12,2376,2018
Anoka County,Rice Creek West Regional Trail,1,July-21-2018,6:00-8:00 PM,Yes,NA,15,18,0,0,0,0,06:00 PM,2018-07-21,2,2018-07-21,Weekend_holiday,33,7,1,High,1,1.76,6,6534,2018
Anoka County,Anoka County Riverfront Regional Park,3,July-21-2018,4:00-6:00 PM,Yes,NA,29,5,0,0,0,0,04:00 PM,2018-07-21,2,2018-07-21,Weekend_holiday,33,1,1,High,26.3,2.67,10,11220,2018
Anoka County,Central Anoka County Regional Trail,3,July-26-2018,12:00-2:00 PM,Yes,NA,0,0,0,0,0,0,12:00 PM,2018-07-26,2,2018-07-26,Weekday,68,75,1,Medium,0,0,6,0,2018
Anoka County,Rum River Regional Trail,3,July-26-2018,10:00-12:00 PM,Yes,NA,2,0,0,0,0,0,10:00 AM,2018-07-26,2,2018-07-26,Weekday,68,109,1,Low,0,0,12,1632,2018
Anoka County,Rum River Regional Trail,5,July-23-2018,10:00-12:00 PM,Yes,NA,0,0,0,0,0,0,10:00 AM,2018-07-23,2,2018-07-23,Weekday,68,109,1,Low,0,0,12,0,2018
Anoka County,Central Anoka County Regional Trail,4,July-23-2018,8:00-10:00 AM,Yes,NA,1,0,0,0,0,0,08:00 AM,2018-07-23,2,2018-07-23,Weekday,68,75,1,Low,0,0,18,1224,2018
Anoka County,Rum River Regional Trail,1,July-21-2018,6:00-8:00 PM,Yes,NA,6,12,0,0,0,0,06:00 PM,2018-07-21,2,2018-07-21,Weekend_holiday,33,109,1,Medium,0,0,18,10692,2018
Anoka County,Central Anoka County Regional Trail,1,July-21-2018,4:00-6:00 PM,Yes,NA,4,2,0,0,0,0,04:00 PM,2018-07-21,2,2018-07-21,Weekend_holiday,33,75,1,High,0,0,6,1188,2018
Anoka County,Rice Creek North Regional Trail,3,July-21-2018,12:00-2:00 PM,Yes,NA,12,3,0,0,0,0,12:00 PM,2018-07-21,2,2018-07-21,Weekend_holiday,33,9,1,High,0,0,12,5940,2018
Anoka County,Rice Creek Chain of Lakes Park Reserve,2,July-21-2018,10:00-12:00 PM,Yes,NA,11,7,17,0,0,0,10:00 AM,2018-07-21,2,2018-07-21,Weekend_holiday,33,8,1,High,26.3,2.67,24,50204.88,2018
Anoka County,Coon Creek Regional Trail,5,July-29-2018,6:00-8:00 PM,Yes,NA,1,3,0,0,0,0,06:00 PM,2018-07-29,2,2018-07-29,Weekend_holiday,33,107,1,High,0,0,20,2640,2018
Anoka County,Bunker Hills Regional Park,6,July-29-2018,4:00-6:00 PM,Yes,NA,11,3,22,0,0,0,04:00 PM,2018-07-29,2,2018-07-29,Weekend_holiday,33,2,1,High,22,2.67,6,14402.519999999997,2018
Anoka County,Coon Rapids Dam Regional Park,6,July-28-2018,4:00-6:00 PM,Yes,NA,12,10,0,0,0,0,04:00 PM,2018-07-28,2,2018-07-28,Weekend_holiday,33,3,1,Low,26.3,2.67,6,4356,2018
Anoka County,Anoka County Riverfront Regional Park,3,July-28-2018,2:00-4:00 PM,Yes,NA,19,2,0,0,0,0,02:00 PM,2018-07-28,2,2018-07-28,Weekend_holiday,33,1,1,High,26.3,2.67,10,6930,2018
Anoka County,Mississippi West Regional Park,1,July-27-2018,10:00-12:00 PM,Yes,NA,0,2,0,0,0,0,10:00 AM,2018-07-27,2,2018-07-27,Weekday,68,112,1,High,26.3,2.67,6,816,2018
Anoka County,East Anoka County Regional Trail,1,August-1-2018,2:00-4:00 PM,Yes,NA,0,0,0,0,0,0,02:00 PM,2018-08-01,2,2018-08-01,Weekday,68,108,1,Low,0,0,22,0,2018
Anoka County,Bunker Hills Regional Trail,2,August-1-2018,12:00-2:00 PM,Yes,NA,2,0,0,0,0,0,12:00 PM,2018-08-01,2,2018-08-01,Weekday,68,110,1,Low,0,0,4,544,2018
Anoka County,Rice Creek North Regional Trail,3,August-2-2018,10:00-12:00 PM,Yes,NA,6,12,0,0,0,0,10:00 AM,2018-08-02,2,2018-08-02,Weekday,68,9,1,High,0,0,12,14688,2018
Anoka County,Rice Creek Chain of Lakes Park Reserve,2,August-2-2018,8:00-10:00 AM,Yes,NA,0,30,35,0,0,0,08:00 AM,2018-08-02,2,2018-08-02,Weekday,68,8,1,High,26.3,2.67,24,201470.40000000002,2018
Anoka County,Rice Creek West Regional Trail,3,July-31-2018,4:00-6:00 PM,Yes,NA,11,43,0,0,0,0,04:00 PM,2018-07-31,2,2018-07-31,Weekday,68,7,1,Low,1,1.76,42,154224,2018
Anoka County,Anoka County Riverfront Regional Park,4,July-31-2018,2:00-4:00 PM,Yes,NA,5,6,0,0,0,0,02:00 PM,2018-07-31,2,2018-07-31,Weekday,68,1,1,Medium,26.3,2.67,14,10472,2018
Anoka County,Martin-Island-Linwood Regional Park,2,July-29-2018,10:00-12:00 PM,Yes,NA,0,0,8,0,0,0,10:00 AM,2018-07-29,2,2018-07-29,Weekend_holiday,33,5,1,High,26.3,2.67,12,8458.56,2018
Anoka County,Lake George Regional Park,1,July-29-2018,12:00-2:00 PM,Yes,NA,11,5,61,0,0,0,12:00 PM,2018-07-29,2,2018-07-29,Weekend_holiday,33,4,1,High,60,2.67,6,35416.26,2018
Anoka County,Rum River Central Regional Park,1,July-29-2018,10:00-12:00 PM,Yes,NA,0,6,54,0,0,0,10:00 AM,2018-07-29,2,2018-07-29,Weekend_holiday,33,10,1,High,26.3,2.67,6,29735.640000000003,2018
Anoka County,Rice Creek West Regional Trail,1,July-28-2018,2:00-4:00 PM,Yes,NA,16,16,0,0,0,0,02:00 PM,2018-07-28,2,2018-07-28,Weekend_holiday,33,7,1,High,1,1.76,6,6336,2018
Anoka County,Mississippi River Regional Trail,9,July-28-2018,12:00-2:00 PM,Yes,NA,26,17,0,0,0,0,12:00 PM,2018-07-28,2,2018-07-28,Weekend_holiday,33,6,1,Low,1,1.76,36,51084,2018
Anoka County,Coon Rapids Dam Regional Park,3,August-5-2018,2:00-4:00 PM,Yes,NA,11,5,0,0,0,0,02:00 PM,2018-08-05,2,2018-08-05,Weekend_holiday,33,3,1,Medium,26.3,2.67,12,6336,2018
Anoka County,Mississippi River Regional Trail,11,August-5-2018,12:00-2:00 PM,Yes,NA,0,2,0,0,0,0,12:00 PM,2018-08-05,2,2018-08-05,Weekend_holiday,33,6,1,Low,1,1.76,36,2376,2018
Anoka County,Anoka County Riverfront Regional Park,1,August-4-2018,4:00-6:00 PM,Yes,NA,0,5,1,0,0,0,04:00 PM,2018-08-04,2,2018-08-04,Weekend_holiday,33,1,1,Medium,26.3,2.67,14,3543.54,2018
Anoka County,Rice Creek West Regional Trail,14,August-4-2018,2:00-4:00 PM,Yes,NA,0,2,0,0,0,0,02:00 PM,2018-08-04,2,2018-08-04,Weekend_holiday,33,7,1,Medium,1,1.76,30,1980,2018
Anoka County,Rice Creek North Regional Trail,2,August-8-2018,12:00-2:00 PM,Yes,NA,13,4,0,0,0,0,12:00 PM,2018-08-08,2,2018-08-08,Weekday,68,9,1,High,0,0,12,13872,2018
Anoka County,Rice Creek Chain of Lakes Park Reserve,1,August-8-2018,10:00-12:00 PM,Yes,NA,59,7,4,0,0,0,10:00 AM,2018-08-08,2,2018-08-08,Weekday,68,8,1,High,26.3,2.67,24,125141.76000000001,2018
Anoka County,Coon Creek Regional Trail,5,August-8-2018,10:00-12:00 PM,Yes,NA,10,16,0,0,0,0,10:00 AM,2018-08-08,2,2018-08-08,Weekday,68,107,1,Medium,0,0,24,42432,2018
Anoka County,Bunker Hills Regional Park,6,August-8-2018,8:00-10:00 AM,Yes,NA,0,31,41,0,0,0,08:00 AM,2018-08-08,2,2018-08-08,Weekday,68,2,1,High,22,2.67,6,57311.759999999995,2018
Anoka County,Coon Creek Regional Trail,4,August-7-2018,12:00-2:00 PM,Yes,NA,10,22,0,0,0,0,12:00 PM,2018-08-07,2,2018-08-07,Weekday,68,107,1,Low,0,0,10,21760,2018
Anoka County,Bunker Hills Regional Park,2,August-7-2018,10:00-12:00 PM,Yes,NA,0,0,9,0,0,0,10:00 AM,2018-08-07,2,2018-08-07,Weekday,68,2,1,Low,22,2.67,30,49021.2,2018
Anoka County,Mississippi West Regional Park,2,August-6-2018,10:00-12:00 PM,Yes,NA,1,5,0,0,0,0,10:00 AM,2018-08-06,2,2018-08-06,Weekday,68,112,1,Medium,26.3,2.67,6,2448,2018
Anoka County,Mississippi West Regional Park,2,August-5-2018,6:00-8:00 PM,Yes,NA,4,1,0,0,0,0,06:00 PM,2018-08-05,2,2018-08-05,Weekend_holiday,33,112,1,Medium,26.3,2.67,6,990,2018
Anoka County,Martin-Island-Linwood Regional Park,2,August-5-2018,2:00-4:00 PM,Yes,NA,0,0,15,0,0,0,02:00 PM,2018-08-05,2,2018-08-05,Weekend_holiday,33,5,1,High,26.3,2.67,12,15859.8,2018
Anoka County,Rice Creek North Regional Trail,4,August-5-2018,4:00-6:00 PM,Yes,NA,39,25,0,0,0,0,04:00 PM,2018-08-05,2,2018-08-05,Weekend_holiday,33,9,1,Medium,0,0,12,25344,2018
Anoka County,Rice Creek Chain of Lakes Park Reserve,6,August-5-2018,2:00-4:00 PM,Yes,NA,52,19,0,0,0,0,02:00 PM,2018-08-05,2,2018-08-05,Weekend_holiday,33,8,1,Medium,26.3,2.67,12,28116,2018
Anoka County,East Anoka County Regional Trail,3,August-5-2018,10:00-12:00 PM,Yes,NA,17,8,0,0,0,0,10:00 AM,2018-08-05,2,2018-08-05,Weekend_holiday,33,108,1,High,0,0,10,8250,2018
Anoka County,Bunker Hills Regional Trail,3,August-5-2018,8:00-10:00 AM,Yes,NA,20,17,0,0,0,0,08:00 AM,2018-08-05,2,2018-08-05,Weekend_holiday,33,110,1,High,0,0,8,9768,2018
Anoka County,Martin-Island-Linwood Regional Park,4,August-4-2018,6:00-8:00 PM,Yes,NA,0,7,5,0,0,0,06:00 PM,2018-08-04,2,2018-08-04,Weekend_holiday,33,5,1,Medium,26.3,2.67,6,4029.3,2018
Anoka County,Bunker Hills Regional Trail,2,August-4-2018,2:00-4:00 PM,Yes,NA,3,8,0,0,0,0,02:00 PM,2018-08-04,2,2018-08-04,Weekend_holiday,33,110,1,Low,0,0,4,1452,2018
Anoka County,East Anoka County Regional Trail,1,August-4-2018,12:00-2:00 PM,Yes,NA,5,3,0,0,0,0,12:00 PM,2018-08-04,2,2018-08-04,Weekend_holiday,33,108,1,Low,0,0,22,5808,2018
Anoka County,Martin-Island-Linwood Regional Park,2,August-15-2018,4:00-6:00 PM,Yes,NA,0,0,8,0,0,0,04:00 PM,2018-08-15,2,2018-08-15,Weekday,68,5,1,High,26.3,2.67,12,17429.760000000002,2018
Anoka County,Anoka County Riverfront Regional Park,3,August-14-2018,2:00-4:00 PM,Yes,NA,10,12,0,0,0,0,02:00 PM,2018-08-14,2,2018-08-14,Weekday,68,1,1,High,26.3,2.67,10,14960,2018
Anoka County,Rice Creek West Regional Trail,1,August-14-2018,12:00-2:00 PM,Yes,NA,2,13,0,0,0,0,12:00 PM,2018-08-14,2,2018-08-14,Weekday,68,7,1,High,1,1.76,6,6120,2018
Anoka County,Rice Creek Chain of Lakes Park Reserve,2,August-12-2018,6:00-8:00 PM,Yes,NA,1,22,40,0,0,0,06:00 PM,2018-08-12,2,2018-08-12,Weekend_holiday,33,8,1,High,26.3,2.67,24,102801.6,2018
Anoka County,Rice Creek North Regional Trail,3,August-12-2018,4:00-6:00 PM,Yes,NA,7,5,0,0,0,0,04:00 PM,2018-08-12,2,2018-08-12,Weekend_holiday,33,9,1,High,0,0,12,4752,2018
Anoka County,Mississippi West Regional Park,1,August-12-2018,8:00-10:00 AM,Yes,NA,5,13,9,0,0,0,08:00 AM,2018-08-12,2,2018-08-12,Weekend_holiday,33,112,1,High,26.3,2.67,6,8321.94,2018
Anoka County,Coon Rapids Dam Regional Park,4,August-11-2018,4:00-6:00 PM,Yes,NA,41,219,0,0,0,0,04:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,3,1,High,26.3,2.67,12,102960,2018
Anoka County,Mississippi River Regional Trail,4,August-11-2018,2:00-4:00 PM,Yes,NA,14,14,0,0,0,0,02:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,6,1,Medium,1,1.76,30,27720,2018
Anoka County,Mississippi West Regional Park,1,August-11-2018,12:00-2:00 PM,Yes,NA,2,21,22,0,0,0,12:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,112,1,High,26.3,2.67,6,16184.519999999997,2018
Anoka County,Anoka County Riverfront Regional Park,4,August-10-2018,4:00-6:00 PM,Yes,NA,12,12,0,0,0,0,04:00 PM,2018-08-10,2,2018-08-10,Weekday,68,1,1,Medium,26.3,2.67,14,22848,2018
Anoka County,Rice Creek West Regional Trail,14,August-10-2018,2:00-4:00 PM,Yes,NA,3,55,0,0,0,0,02:00 PM,2018-08-10,2,2018-08-10,Weekday,68,7,1,Medium,1,1.76,30,118320,2018
Anoka County,Rice Creek North Regional Trail,4,August-9-2018,2:00-4:00 PM,Yes,NA,35,18,0,0,0,0,02:00 PM,2018-08-09,2,2018-08-09,Weekday,68,9,1,Medium,0,0,12,43248,2018
Anoka County,Rice Creek Chain of Lakes Park Reserve,6,August-9-2018,12:00-2:00 PM,Yes,NA,10,8,0,0,0,0,12:00 PM,2018-08-09,2,2018-08-09,Weekday,68,8,1,Medium,26.3,2.67,12,14688,2018
Anoka County,Rum River Regional Trail,1,August-8-2018,6:00-8:00 PM,Yes,NA,0,9,0,0,0,0,06:00 PM,2018-08-08,2,2018-08-08,Weekday,68,109,1,Medium,0,0,18,11016,2018
Anoka County,Central Anoka County Regional Trail,2,August-8-2018,4:00-6:00 PM,Yes,NA,10,6,0,0,0,0,04:00 PM,2018-08-08,2,2018-08-08,Weekday,68,75,1,High,0,0,6,6528,2018
Anoka County,Central Anoka County Regional Trail,1,August-14-2018,4:00-6:00 PM,Yes,NA,1,1,0,0,0,0,04:00 PM,2018-08-14,2,2018-08-14,Weekday,68,75,1,High,0,0,6,816,2018
Anoka County,Rum River Regional Trail,4,August-14-2018,2:00-4:00 PM,Yes,NA,7,1,0,0,0,0,02:00 PM,2018-08-14,2,2018-08-14,Weekday,68,109,1,Medium,0,0,18,9792,2018
Anoka County,Coon Creek Regional Trail,1,August-4-2018,10:00-12:00 PM,Yes,NA,7,3,0,0,0,0,10:00 AM,2018-08-04,2,2018-08-04,Weekend_holiday,33,107,1,High,0,0,20,6600,2018
Anoka County,Bunker Hills Regional Park,6,August-4-2018,8:00-10:00 AM,Yes,NA,8,6,16,0,0,0,08:00 AM,2018-08-04,2,2018-08-04,Weekend_holiday,33,2,1,High,22,2.67,6,11230.56,2018
Anoka County,Mississippi West Regional Park,1,August-2-2018,2:00-4:00 PM,Yes,NA,1,0,10,0,0,0,02:00 PM,2018-08-02,2,2018-08-02,Weekday,68,112,1,High,26.3,2.67,6,11301.599999999999,2018
Anoka County,Anoka County Riverfront Regional Park,1,August-13-2018,6:00-8:00 PM,Yes,NA,0,0,1,0,0,0,06:00 PM,2018-08-13,2,2018-08-13,Weekday,68,1,1,Medium,26.3,2.67,14,2541.84,2018
Anoka County,Rice Creek West Regional Trail,1,August-13-2018,4:00-6:00 PM,Yes,NA,2,1,0,0,0,0,04:00 PM,2018-08-13,2,2018-08-13,Weekday,68,7,1,High,1,1.76,6,1224,2018
Anoka County,Central Anoka County Regional Trail,1,August-12-2018,4:00-6:00 PM,Yes,NA,8,3,0,0,0,0,04:00 PM,2018-08-12,2,2018-08-12,Weekend_holiday,33,75,1,High,0,0,6,2178,2018
Anoka County,Rum River Regional Trail,2,August-12-2018,2:00-4:00 PM,Yes,NA,4,2,0,0,0,0,02:00 PM,2018-08-12,2,2018-08-12,Weekend_holiday,33,109,1,Medium,0,0,18,3564,2018
Anoka County,Rice Creek North Regional Trail,7,August-17-2018,10:00-12:00 PM,Yes,NA,0,2,0,0,0,0,10:00 AM,2018-08-17,2,2018-08-17,Weekday,68,9,1,Low,0,0,12,1632,2018
Anoka County,Rice Creek Chain of Lakes Park Reserve,9,August-17-2018,8:00-10:00 AM,Yes,NA,1,0,0,0,0,0,08:00 AM,2018-08-17,2,2018-08-17,Weekday,68,8,1,Low,26.3,2.67,18,1224,2018
Anoka County,Bunker Hills Regional Park,4,August-19-2018,2:00-4:00 PM,Yes,NA,15,5,0,0,0,0,02:00 PM,2018-08-19,2,2018-08-19,Weekend_holiday,33,2,1,Medium,22,2.67,18,11880,2018
Anoka County,Coon Creek Regional Trail,8,August-19-2018,10:00-12:00 PM,Yes,NA,6,4,0,0,0,0,10:00 AM,2018-08-19,2,2018-08-19,Weekend_holiday,33,107,1,Medium,0,0,24,7920,2018
Anoka County,Lake George Regional Park,4,August-20-2018,6:00-8:00 PM,Yes,NA,0,6,0,0,0,0,06:00 PM,2018-08-20,2,2018-08-20,Weekday,68,4,1,Medium,60,2.67,12,4896,2018
Anoka County,Mississippi River Regional Trail,6,August-13-2018,10:00-12:00 PM,Yes,NA,7,2,0,0,0,0,10:00 AM,2018-08-13,2,2018-08-13,Weekday,68,6,1,Medium,1,1.76,30,18360,2018
Anoka County,Rum River Central Regional Park,1,August-20-2018,4:00-6:00 PM,Yes,NA,0,3,8,0,0,0,04:00 PM,2018-08-20,2,2018-08-20,Weekday,68,10,1,High,26.3,2.67,6,9938.880000000001,2018
Anoka County,Mississippi West Regional Park,2,August-19-2018,6:00-8:00 PM,Yes,NA,6,0,0,0,0,0,06:00 PM,2018-08-19,2,2018-08-19,Weekend_holiday,33,112,1,Medium,26.3,2.67,6,1188,2018
Anoka County,Coon Rapids Dam Regional Park,4,August-13-2018,8:00-10:00 AM,Yes,NA,23,19,0,0,0,0,08:00 AM,2018-08-13,2,2018-08-13,Weekday,68,3,1,High,26.3,2.67,12,34272,2018
Anoka County,Coon Rapids Dam Regional Park,3,August-20-2018,4:00-6:00 PM,Yes,NA,2,5,0,0,0,0,04:00 PM,2018-08-20,2,2018-08-20,Weekday,68,3,1,Medium,26.3,2.67,12,5712,2018
Anoka County,Mississippi River Regional Trail,7,August-20-2018,2:00-4:00 PM,Yes,NA,2,0,0,0,0,0,02:00 PM,2018-08-20,2,2018-08-20,Weekday,68,6,1,Low,1,1.76,36,4896,2018
Anoka County,Mississippi River Regional Trail,4,June-25-2018,10:00-12:00 PM,Yes,NA,5,0,0,0,0,0,10:00 AM,2018-06-25,1,2018-06-25,Weekday,68,6,1,Medium,1,1.76,30,10200,2018
Anoka County,Rum River Central Regional Park,1,August-28-2018,10:00-12:00 PM,Yes,NA,0,0,3,0,0,0,10:00 AM,2018-08-28,2,2018-08-28,Weekday,68,10,1,High,26.3,2.67,6,3268.08,2018
Anoka County,Lake George Regional Park,1,August-28-2018,8:00-10:00 AM,Yes,NA,0,0,5,0,0,0,08:00 AM,2018-08-28,2,2018-08-28,Weekday,68,4,1,High,60,2.67,6,5446.799999999999,2018
